wearit_uuid,m2c2_cogtask,participant_id,device_model,device_os,survey_date_submitted,survey_date_completed,first_char,format_valid,block_id,cogtask_all_params_checksum,interference_time,interference_page_targets,interference_size,trialset_id,cogtask_resource_checksum,block_num,trial_num,is_script,show_delay_time,cogtask_error,cogtask_type,cogtask_script,cogtask_fps,cogtask_cps,mem_free_total,user_answers,block_trial_num,dot_locations,cogtask_trial_params,interference_zip,mem_free_perc,time_stamp,response_time,interference_ratio,os,interference_text,trial_uuid,script_checksum,cogtask_name,interference_locations,cogtask_run_uuid,cogtask_display_name
2e382bf9-d52e-4b74-a965-25bb4d53913c,dotmemory,rate-hx30w,Mi 9T Pro,10,2022-01-20 16:19:36,2022-01-20 16:19:35,[,TRUE,1,8fd141670c29704b8fb28404a3dcc09a,8000,6,80,1,"{:-1,/data/user/0/edu.psu.hhd.hdfs.jpm165.genericsurveyapp2/files/script/dotmemory/dotmemory.zip/distractor.png:3b0021c1b1db868b476affc3ed0b40ef,/data/user/0/edu.psu.hhd.hdfs.jpm165.genericsurveyapp2/files/script/dotmemory/dotmemory.zip/target.png:92ef3ff5c19b30a04481f17eea0af7ec}",1,2,true,1000,,script,dotmemory,59.9780568084847,59.18566378154334,NA, 0_4 2_0 4_2,0, 2_0 4_2 0_4,"{trialnum:3,script:dotmemory}",dotmemory.zip,NA,2022/01/18 16:38:18,2118,5,android,Touch the Fu0027s!,9b931fdf-0e16-4b16-a362-98c0a5b80a49,"{GameEngine.js:61fa031fc10c8d55d04ff952c4d14db9,Tools.js:ca63e8aeadad3fb000f03128ed0b5770,GList.js:48afd19d16e1f6eb786bf1d1d62f50a7,KTime.js:875c9b3225ef5e83b5e6e0ba905a448b,ErrorMan.js:539cd2c30aa2b5609ee615a040cdbca6,GImage.js:8a31b421f899c53c1d76057f7aa35dc3,GColor.js:3f152bebb4545bcef5d255a594dc52e2,dotmemory.js:855075e8488769f0b6bccde54bdf310e,Entity.js:c946612f44aee711daf56d2e00ab0b20,KPosition.js:a07b31f37c9cb1fa49a6b47bff376522,KAlpha.js:fdac535470841697614a578b451f6d35,Sprite.js:cd811fc36d62ac5077fddf578c118bcf,GBox.js:9c44756dbeb2733973b0bc3ec7784187,GButton.js:a4b2cda308803649f182677b95c3c86a,GImage_Create.js:be4c9c66e36ca18ce3f2a33abc980330,ZipReader.js:c32b070eee4998f1adb1f0fedd3f2855,KFile.js:5875df58116ef3e3aca293afdc753ec9,dotmemory_GLStim.js:979e5ec059c3d7d0dc577282f515569e,dotmemory.json:cadc53fefa4f7c74d84c54035ea76297,GameRunner.js:3b9eb2c089c515d04038c8908c65a664,KTrigger.js:31a7f1594d1a91d6647bceb8dd933173,GMap.js:6f664b3e3d5cef53b028ecbddde836b6,GameParams.js:490f208599f26a512a0603d6feb03909,Trial.js:ea19a3a882352e7a689d3cd43831bd2d}",Dot Memory,640_0_0_1_1_81_213 1049_0_1_0_1_155_192 1501_0_0_0_1_87_195 1993_0_0_2_1_85_360 2545_0_4_0_1_393_198 4369_0_4_6_1_398_663 6007_1_0_4_1_86_508 6684_1_3_0_1_319_201 6959_1_4_0_1_404_198 7672_1_4_5_1_394_593,313b9ec8-be50-4af7-bcc8-25f7736446aa,Dot Memory
2e382bf9-d52e-4b74-a965-25bb4d53913c,dotmemory,rate-hx30w,Mi 9T Pro,10,2022-01-20 16:19:36,2022-01-20 16:19:35,[,TRUE,1,8fd141670c29704b8fb28404a3dcc09a,8000,6,80,1,"{:-1,/data/user/0/edu.psu.hhd.hdfs.jpm165.genericsurveyapp2/files/script/dotmemory/dotmemory.zip/distractor.png:3b0021c1b1db868b476affc3ed0b40ef,/data/user/0/edu.psu.hhd.hdfs.jpm165.genericsurveyapp2/files/script/dotmemory/dotmemory.zip/target.png:92ef3ff5c19b30a04481f17eea0af7ec}",1,3,true,1000,,script,dotmemory,60.11353450851509,58.9746653919694,NA, 0_2 1_1 3_3,0, 0_2 1_1 3_3,"{trialnum:3,script:dotmemory}",dotmemory.zip,NA,2022/01/18 16:38:35,2446,5,android,Touch the Fu0027s!,4b76828a-cba8-4766-b4ac-55a6ef671f91,"{GameEngine.js:61fa031fc10c8d55d04ff952c4d14db9,Tools.js:ca63e8aeadad3fb000f03128ed0b5770,GList.js:48afd19d16e1f6eb786bf1d1d62f50a7,KTime.js:875c9b3225ef5e83b5e6e0ba905a448b,ErrorMan.js:539cd2c30aa2b5609ee615a040cdbca6,GImage.js:8a31b421f899c53c1d76057f7aa35dc3,GColor.js:3f152bebb4545bcef5d255a594dc52e2,dotmemory.js:855075e8488769f0b6bccde54bdf310e,Entity.js:c946612f44aee711daf56d2e00ab0b20,KPosition.js:a07b31f37c9cb1fa49a6b47bff376522,KAlpha.js:fdac535470841697614a578b451f6d35,Sprite.js:cd811fc36d62ac5077fddf578c118bcf,GBox.js:9c44756dbeb2733973b0bc3ec7784187,GButton.js:a4b2cda308803649f182677b95c3c86a,GImage_Create.js:be4c9c66e36ca18ce3f2a33abc980330,ZipReader.js:c32b070eee4998f1adb1f0fedd3f2855,KFile.js:5875df58116ef3e3aca293afdc753ec9,dotmemory_GLStim.js:979e5ec059c3d7d0dc577282f515569e,dotmemory.json:cadc53fefa4f7c74d84c54035ea76297,GameRunner.js:3b9eb2c089c515d04038c8908c65a664,KTrigger.js:31a7f1594d1a91d6647bceb8dd933173,GMap.js:6f664b3e3d5cef53b028ecbddde836b6,GameParams.js:490f208599f26a512a0603d6feb03909,Trial.js:ea19a3a882352e7a689d3cd43831bd2d}",Dot Memory,426_0_0_4_1_83_505 748_0_1_2_1_162_337 1320_0_4_0_1_393_195 2274_0_1_6_1_165_691 2729_0_3_7_1_328_745 2961_0_4_7_1_396_749 4640_1_0_2_1_77_348 5738_1_4_2_1_405_360 6165_1_1_0_1_156_211 7164_1_4_4_1_404_525 7775_1_3_7_1_316_750,313b9ec8-be50-4af7-bcc8-25f7736446aa,Dot Memory
EA3C84FE-BC02-4BBA-ACC3-456A065AA41A,dotmemory,gain-q6c8e,N/A,N/A,2022-01-18 15:48:54,2022-01-18 15:48:54,[,TRUE,1,aa9108bf2c25185c8288bbace8f7cffc,8000,6,80,0,"{dotmemory.zip/distractor.png:3b0021c1b1db868b476affc3ed0b40ef,dotmemory.zip/target.png:92ef3ff5c19b30a04481f17eea0af7ec}",1,1,true,1000,,gamescript,dotmemory,59.77063442743348,59.77063442743348,NA, 1_4 2_2 4_1,0, 1_4 2_2 4_1,"{trialnum:3,script:dotmemory}",dotmemory.zip,NA,2022/01/18 15:35:00,3437,5,ios,Touch the F's!,8f984fd4-093e-47ed-8d96-649f7396116c,"{ZipReader.js:c32b070eee4998f1adb1f0fedd3f2855,KFile.js:5875df58116ef3e3aca293afdc753ec9,GameRunner.js:3b9eb2c089c515d04038c8908c65a664,Trial.js:ea19a3a882352e7a689d3cd43831bd2d,iosScriptHelper.js:3c70f9d2aa7011e89f530fb689aae7e3,Tools.js:ca63e8aeadad3fb000f03128ed0b5770,GImage.js:8a31b421f899c53c1d76057f7aa35dc3,GMap.js:6f664b3e3d5cef53b028ecbddde836b6,dotmemory_GLStim.js:979e5ec059c3d7d0dc577282f515569e,GameEngine.js:61fa031fc10c8d55d04ff952c4d14db9,GBox.js:9c44756dbeb2733973b0bc3ec7784187,GameParams.js:490f208599f26a512a0603d6feb03909,KTime.js:875c9b3225ef5e83b5e6e0ba905a448b,ErrorMan.js:539cd2c30aa2b5609ee615a040cdbca6,Sprite.js:cd811fc36d62ac5077fddf578c118bcf,GImage_Create.js:be4c9c66e36ca18ce3f2a33abc980330,KTrigger.js:31a7f1594d1a91d6647bceb8dd933173,KPosition.js:a07b31f37c9cb1fa49a6b47bff376522,dotmemory.js:855075e8488769f0b6bccde54bdf310e,GColor.js:3f152bebb4545bcef5d255a594dc52e2,KAlpha.js:fdac535470841697614a578b451f6d35,Entity.js:c946612f44aee711daf56d2e00ab0b20,GList.js:48afd19d16e1f6eb786bf1d1d62f50a7,GButton.js:a4b2cda308803649f182677b95c3c86a}",Dot Memory,888_0_2_1_0_228_226 1508_0_2_2_1_236_372 1876_0_3_1_0_282_213 2369_0_2_1_0_242_220 2905_0_3_2_1_309_365 3499_0_4_3_1_403_437 4369_0_0_5_1_87_609 4971_0_3_7_1_322_766 5622_0_2_0_1_235_200 7346_1_3_1_0_325_222,3b1589ea-b98a-4852-b43f-14103dc1de4a,Dot Memory
EA3C84FE-BC02-4BBA-ACC3-456A065AA41A,dotmemory,gain-q6c8e,N/A,N/A,2022-01-18 15:48:54,2022-01-18 15:48:54,[,TRUE,1,aa9108bf2c25185c8288bbace8f7cffc,8000,6,80,0,"{dotmemory.zip/distractor.png:3b0021c1b1db868b476affc3ed0b40ef,dotmemory.zip/target.png:92ef3ff5c19b30a04481f17eea0af7ec}",1,1,true,1000,,gamescript,dotmemory,59.77576593320943,59.77576593320943,NA, 2_0 3_2 4_1,0, 4_1 2_0 3_2,"{trialnum:3,script:dotmemory}",dotmemory.zip,NA,2022/01/18 15:35:17,2417,5,ios,Touch the F's!,95056f40-d692-4e98-b44d-0324964f71ea,"{ZipReader.js:c32b070eee4998f1adb1f0fedd3f2855,KFile.js:5875df58116ef3e3aca293afdc753ec9,GameRunner.js:3b9eb2c089c515d04038c8908c65a664,Trial.js:ea19a3a882352e7a689d3cd43831bd2d,iosScriptHelper.js:3c70f9d2aa7011e89f530fb689aae7e3,Tools.js:ca63e8aeadad3fb000f03128ed0b5770,GImage.js:8a31b421f899c53c1d76057f7aa35dc3,GMap.js:6f664b3e3d5cef53b028ecbddde836b6,dotmemory_GLStim.js:979e5ec059c3d7d0dc577282f515569e,GameEngine.js:61fa031fc10c8d55d04ff952c4d14db9,GBox.js:9c44756dbeb2733973b0bc3ec7784187,GameParams.js:490f208599f26a512a0603d6feb03909,KTime.js:875c9b3225ef5e83b5e6e0ba905a448b,ErrorMan.js:539cd2c30aa2b5609ee615a040cdbca6,Sprite.js:cd811fc36d62ac5077fddf578c118bcf,GImage_Create.js:be4c9c66e36ca18ce3f2a33abc980330,KTrigger.js:31a7f1594d1a91d6647bceb8dd933173,KPosition.js:a07b31f37c9cb1fa49a6b47bff376522,dotmemory.js:855075e8488769f0b6bccde54bdf310e,GColor.js:3f152bebb4545bcef5d255a594dc52e2,KAlpha.js:fdac535470841697614a578b451f6d35,Entity.js:c946612f44aee711daf56d2e00ab0b20,GList.js:48afd19d16e1f6eb786bf1d1d62f50a7,GButton.js:a4b2cda308803649f182677b95c3c86a}",Dot Memory,997_0_0_1_0_77_213 1767_0_2_2_1_256_366 2411_0_0_0_1_83_211 3205_0_0_5_1_95_587 3799_0_2_7_1_241_761 4141_0_1_6_0_122_675 4684_0_3_5_1_336_593 5087_0_0_6_1_88_653 6710_1_1_0_1_160_204 7136_1_4_0_1_387_212,3b1589ea-b98a-4852-b43f-14103dc1de4a,Dot Memory
EA3C84FE-BC02-4BBA-ACC3-456A065AA41A,dotmemory,gain-q6c8e,N/A,N/A,2022-01-18 15:48:54,2022-01-18 15:48:54,[,TRUE,1,aa9108bf2c25185c8288bbace8f7cffc,8000,6,80,0,"{dotmemory.zip/distractor.png:3b0021c1b1db868b476affc3ed0b40ef,dotmemory.zip/target.png:92ef3ff5c19b30a04481f17eea0af7ec}",1,1,true,1000,,gamescript,dotmemory,59.78230841482955,59.78230841482955,NA, 0_4 2_3 4_1,0, 0_4 3_1 2_3,"{trialnum:3,script:dotmemory}",dotmemory.zip,NA,2022/01/18 15:35:35,3832,5,ios,Touch the F's!,9c077f0e-7133-4b12-a146-261832e70e14,"{ZipReader.js:c32b070eee4998f1adb1f0fedd3f2855,KFile.js:5875df58116ef3e3aca293afdc753ec9,GameRunner.js:3b9eb2c089c515d04038c8908c65a664,Trial.js:ea19a3a882352e7a689d3cd43831bd2d,iosScriptHelper.js:3c70f9d2aa7011e89f530fb689aae7e3,Tools.js:ca63e8aeadad3fb000f03128ed0b5770,GImage.js:8a31b421f899c53c1d76057f7aa35dc3,GMap.js:6f664b3e3d5cef53b028ecbddde836b6,dotmemory_GLStim.js:979e5ec059c3d7d0dc577282f515569e,GameEngine.js:61fa031fc10c8d55d04ff952c4d14db9,GBox.js:9c44756dbeb2733973b0bc3ec7784187,GameParams.js:490f208599f26a512a0603d6feb03909,KTime.js:875c9b3225ef5e83b5e6e0ba905a448b,ErrorMan.js:539cd2c30aa2b5609ee615a040cdbca6,Sprite.js:cd811fc36d62ac5077fddf578c118bcf,GImage_Create.js:be4c9c66e36ca18ce3f2a33abc980330,KTrigger.js:31a7f1594d1a91d6647bceb8dd933173,KPosition.js:a07b31f37c9cb1fa49a6b47bff376522,dotmemory.js:855075e8488769f0b6bccde54bdf310e,GColor.js:3f152bebb4545bcef5d255a594dc52e2,KAlpha.js:fdac535470841697614a578b451f6d35,Entity.js:c946612f44aee711daf56d2e00ab0b20,GList.js:48afd19d16e1f6eb786bf1d1d62f50a7,GButton.js:a4b2cda308803649f182677b95c3c86a}",Dot Memory,620_0_3_2_0_318_293 1089_0_0_1_1_100_277 1733_0_3_1_1_323_278 2887_0_3_7_1_327_767 3255_0_2_6_1_237_668 3690_0_2_7_1_249_762 4601_0_0_6_1_80_677 6073_1_2_0_1_247_204 6525_1_2_2_0_251_300 7177_1_2_4_1_244_531,3b1589ea-b98a-4852-b43f-14103dc1de4a,Dot Memory
304dba07-3f4c-4a1b-8f44-cff97e1bb9af,dotmemory,scag-6vn4n,Mi 9T Pro,10,2022-02-09 17:48:28,2022-02-09 17:48:27,[,TRUE,1,f33589234df5ff66a7944cc000272fc0,8000,6,80,1,"{:-1,/data/user/0/edu.psu.hhd.hdfs.jpm165.genericsurveyapp2/files/script/dotmemory/dotmemory.zip/distractor.png:3b0021c1b1db868b476affc3ed0b40ef,/data/user/0/edu.psu.hhd.hdfs.jpm165.genericsurveyapp2/files/script/dotmemory/dotmemory.zip/target.png:92ef3ff5c19b30a04481f17eea0af7ec}",1,1,true,1000,,script,dotmemory,59.957991216345235,58.939596461078224,NA, 1_2 2_3 3_3,0, 2_3 0_4 1_1,"{instructions:full_instructions,trialnum:3,script:dotmemory}",dotmemory.zip,NA,2022/02/09 16:49:26,1377,5,android,Touch the Fu0027s!,af0398f0-e22f-4f14-9560-d18728e36bca,"{GameEngine.js:61fa031fc10c8d55d04ff952c4d14db9,Tools.js:ca63e8aeadad3fb000f03128ed0b5770,GList.js:48afd19d16e1f6eb786bf1d1d62f50a7,KTime.js:875c9b3225ef5e83b5e6e0ba905a448b,ErrorMan.js:539cd2c30aa2b5609ee615a040cdbca6,GImage.js:8a31b421f899c53c1d76057f7aa35dc3,GColor.js:3f152bebb4545bcef5d255a594dc52e2,dotmemory.js:855075e8488769f0b6bccde54bdf310e,Entity.js:c946612f44aee711daf56d2e00ab0b20,KPosition.js:a07b31f37c9cb1fa49a6b47bff376522,KAlpha.js:fdac535470841697614a578b451f6d35,Sprite.js:cd811fc36d62ac5077fddf578c118bcf,GBox.js:9c44756dbeb2733973b0bc3ec7784187,GButton.js:a4b2cda308803649f182677b95c3c86a,GImage_Create.js:be4c9c66e36ca18ce3f2a33abc980330,ZipReader.js:c32b070eee4998f1adb1f0fedd3f2855,KFile.js:5875df58116ef3e3aca293afdc753ec9,dotmemory_GLStim.js:979e5ec059c3d7d0dc577282f515569e,dotmemory.json:5a0799913d0251514576e5386beb0cfc,GameRunner.js:3b9eb2c089c515d04038c8908c65a664,KTrigger.js:31a7f1594d1a91d6647bceb8dd933173,GMap.js:6f664b3e3d5cef53b028ecbddde836b6,GameParams.js:490f208599f26a512a0603d6feb03909,Trial.js:ea19a3a882352e7a689d3cd43831bd2d}",Dot Memory,564_0_1_2_1_168_354 1057_0_4_1_1_390_270 1583_0_0_0_1_91_191 2599_0_4_3_1_408_433 2905_0_1_6_0_170_622 3608_0_1_6_0_172_625 4135_0_0_7_1_83_751 4596_0_1_5_1_146_594 6403_1_1_1_1_181_268 6760_1_0_2_1_92_341 7304_1_2_4_1_231_529 7805_1_4_4_1_412_513,5b20e39d-cf78-4cb9-9919-ee32e1e9a7b5,Dot Memory
304dba07-3f4c-4a1b-8f44-cff97e1bb9af,dotmemory,scag-6vn4n,Mi 9T Pro,10,2022-02-09 17:48:28,2022-02-09 17:48:27,[,TRUE,1,f33589234df5ff66a7944cc000272fc0,8000,6,80,1,"{:-1,/data/user/0/edu.psu.hhd.hdfs.jpm165.genericsurveyapp2/files/script/dotmemory/dotmemory.zip/distractor.png:3b0021c1b1db868b476affc3ed0b40ef,/data/user/0/edu.psu.hhd.hdfs.jpm165.genericsurveyapp2/files/script/dotmemory/dotmemory.zip/target.png:92ef3ff5c19b30a04481f17eea0af7ec}",1,2,true,1000,,script,dotmemory,60.04457179242279,58.8984399872652,NA, 2_2 2_3 3_3,0, 1_0 3_2 2_3,"{instructions:full_instructions,trialnum:3,script:dotmemory}",dotmemory.zip,NA,2022/02/09 16:49:42,1414,5,android,Touch the Fu0027s!,d8f5ace6-c681-4a35-88be-7483952e6df5,"{GameEngine.js:61fa031fc10c8d55d04ff952c4d14db9,Tools.js:ca63e8aeadad3fb000f03128ed0b5770,GList.js:48afd19d16e1f6eb786bf1d1d62f50a7,KTime.js:875c9b3225ef5e83b5e6e0ba905a448b,ErrorMan.js:539cd2c30aa2b5609ee615a040cdbca6,GImage.js:8a31b421f899c53c1d76057f7aa35dc3,GColor.js:3f152bebb4545bcef5d255a594dc52e2,dotmemory.js:855075e8488769f0b6bccde54bdf310e,Entity.js:c946612f44aee711daf56d2e00ab0b20,KPosition.js:a07b31f37c9cb1fa49a6b47bff376522,KAlpha.js:fdac535470841697614a578b451f6d35,Sprite.js:cd811fc36d62ac5077fddf578c118bcf,GBox.js:9c44756dbeb2733973b0bc3ec7784187,GButton.js:a4b2cda308803649f182677b95c3c86a,GImage_Create.js:be4c9c66e36ca18ce3f2a33abc980330,ZipReader.js:c32b070eee4998f1adb1f0fedd3f2855,KFile.js:5875df58116ef3e3aca293afdc753ec9,dotmemory_GLStim.js:979e5ec059c3d7d0dc577282f515569e,dotmemory.json:5a0799913d0251514576e5386beb0cfc,GameRunner.js:3b9eb2c089c515d04038c8908c65a664,KTrigger.js:31a7f1594d1a91d6647bceb8dd933173,GMap.js:6f664b3e3d5cef53b028ecbddde836b6,GameParams.js:490f208599f26a512a0603d6feb03909,Trial.js:ea19a3a882352e7a689d3cd43831bd2d}",Dot Memory,600_0_0_3_1_92_441 1170_0_0_1_1_72_277 1620_0_2_1_1_237_267 2104_0_2_4_1_234_513 3128_0_4_6_1_402_668 3628_0_0_6_1_76_684 5215_1_1_2_1_162_351 5598_1_1_5_1_174_595 5931_1_2_5_1_236_600 6451_1_2_1_1_228_282 6936_1_2_6_1_248_680 7192_1_1_6_1_167_672,5b20e39d-cf78-4cb9-9919-ee32e1e9a7b5,Dot Memory
304dba07-3f4c-4a1b-8f44-cff97e1bb9af,dotmemory,scag-6vn4n,Mi 9T Pro,10,2022-02-09 17:48:28,2022-02-09 17:48:27,[,TRUE,1,f33589234df5ff66a7944cc000272fc0,8000,6,80,1,"{:-1,/data/user/0/edu.psu.hhd.hdfs.jpm165.genericsurveyapp2/files/script/dotmemory/dotmemory.zip/distractor.png:3b0021c1b1db868b476affc3ed0b40ef,/data/user/0/edu.psu.hhd.hdfs.jpm165.genericsurveyapp2/files/script/dotmemory/dotmemory.zip/target.png:92ef3ff5c19b30a04481f17eea0af7ec}",1,3,true,1000,,script,dotmemory,60.05402349393806,59.04893523462529,NA, 2_2 3_2 3_3,0, 3_4 2_3 4_0,"{instructions:full_instructions,trialnum:3,script:dotmemory}",dotmemory.zip,NA,2022/02/09 16:49:57,1348,5,android,Touch the Fu0027s!,d9a01ea6-7dda-40bc-87d8-ee22afe17e8b,"{GameEngine.js:61fa031fc10c8d55d04ff952c4d14db9,Tools.js:ca63e8aeadad3fb000f03128ed0b5770,GList.js:48afd19d16e1f6eb786bf1d1d62f50a7,KTime.js:875c9b3225ef5e83b5e6e0ba905a448b,ErrorMan.js:539cd2c30aa2b5609ee615a040cdbca6,GImage.js:8a31b421f899c53c1d76057f7aa35dc3,GColor.js:3f152bebb4545bcef5d255a594dc52e2,dotmemory.js:855075e8488769f0b6bccde54bdf310e,Entity.js:c946612f44aee711daf56d2e00ab0b20,KPosition.js:a07b31f37c9cb1fa49a6b47bff376522,KAlpha.js:fdac535470841697614a578b451f6d35,Sprite.js:cd811fc36d62ac5077fddf578c118bcf,GBox.js:9c44756dbeb2733973b0bc3ec7784187,GButton.js:a4b2cda308803649f182677b95c3c86a,GImage_Create.js:be4c9c66e36ca18ce3f2a33abc980330,ZipReader.js:c32b070eee4998f1adb1f0fedd3f2855,KFile.js:5875df58116ef3e3aca293afdc753ec9,dotmemory_GLStim.js:979e5ec059c3d7d0dc577282f515569e,dotmemory.json:5a0799913d0251514576e5386beb0cfc,GameRunner.js:3b9eb2c089c515d04038c8908c65a664,KTrigger.js:31a7f1594d1a91d6647bceb8dd933173,GMap.js:6f664b3e3d5cef53b028ecbddde836b6,GameParams.js:490f208599f26a512a0603d6feb03909,Trial.js:ea19a3a882352e7a689d3cd43831bd2d}",Dot Memory,638_0_1_1_1_161_268 1213_0_1_1_0_155_216 1892_0_1_0_1_161_181 2478_0_3_2_1_316_356 2770_0_3_3_1_331_435 3287_0_3_6_1_339_663 3674_0_4_7_1_393_750 5399_1_2_1_1_244_262 5697_1_2_3_1_242_416 6098_1_0_4_1_72_523 6512_1_3_4_1_327_521 6947_1_4_0_1_388_191 7644_1_2_6_1_240_682,5b20e39d-cf78-4cb9-9919-ee32e1e9a7b5,Dot Memory
D8D8B77C-5EA3-4F93-8562-018FC927624A,dotmemory,ruby-dj2nb,N/A,N/A,2022-01-18 17:31:40,2022-01-18 17:31:39,[,TRUE,1,8fd141670c29704b8fb28404a3dcc09a,8000,6,80,0,"{dotmemory.zip/target.png:92ef3ff5c19b30a04481f17eea0af7ec,dotmemory.zip/distractor.png:3b0021c1b1db868b476affc3ed0b40ef}",1,1,true,1000,,gamescript,dotmemory,59.77402502733568,59.77402502733568,NA, 1_2 3_1 3_3,0, 0_1 2_2 3_4,"{script:dotmemory,trialnum:3}",dotmemory.zip,NA,2022/01/18 17:24:45,2191,5,ios,Touch the F's!,50f55679-1361-46f7-b89e-d82df89183cc,"{dotmemory_GLStim.js:979e5ec059c3d7d0dc577282f515569e,ZipReader.js:c32b070eee4998f1adb1f0fedd3f2855,GImage.js:8a31b421f899c53c1d76057f7aa35dc3,GColor.js:3f152bebb4545bcef5d255a594dc52e2,GameRunner.js:3b9eb2c089c515d04038c8908c65a664,GImage_Create.js:be4c9c66e36ca18ce3f2a33abc980330,Sprite.js:cd811fc36d62ac5077fddf578c118bcf,GBox.js:9c44756dbeb2733973b0bc3ec7784187,KAlpha.js:fdac535470841697614a578b451f6d35,GMap.js:6f664b3e3d5cef53b028ecbddde836b6,Trial.js:ea19a3a882352e7a689d3cd43831bd2d,KFile.js:5875df58116ef3e3aca293afdc753ec9,GameEngine.js:61fa031fc10c8d55d04ff952c4d14db9,KPosition.js:a07b31f37c9cb1fa49a6b47bff376522,KTrigger.js:31a7f1594d1a91d6647bceb8dd933173,GButton.js:a4b2cda308803649f182677b95c3c86a,dotmemory.js:855075e8488769f0b6bccde54bdf310e,ErrorMan.js:539cd2c30aa2b5609ee615a040cdbca6,KTime.js:875c9b3225ef5e83b5e6e0ba905a448b,GList.js:48afd19d16e1f6eb786bf1d1d62f50a7,Tools.js:ca63e8aeadad3fb000f03128ed0b5770,Entity.js:c946612f44aee711daf56d2e00ab0b20,GameParams.js:490f208599f26a512a0603d6feb03909,iosScriptHelper.js:3c70f9d2aa7011e89f530fb689aae7e3}",Dot Memory,,606fbc05-0ed4-4e1c-a904-db22da3cf730,Dot Memory
D8D8B77C-5EA3-4F93-8562-018FC927624A,dotmemory,ruby-dj2nb,N/A,N/A,2022-01-18 17:31:40,2022-01-18 17:31:39,[,TRUE,1,8fd141670c29704b8fb28404a3dcc09a,8000,6,80,0,"{dotmemory.zip/target.png:92ef3ff5c19b30a04481f17eea0af7ec,dotmemory.zip/distractor.png:3b0021c1b1db868b476affc3ed0b40ef}",1,1,true,1000,,gamescript,dotmemory,59.80831466268359,59.80831466268359,NA, 0_3 2_1 3_3,0, 1_3 0_0 2_4,"{trialnum:3,script:dotmemory}",dotmemory.zip,NA,2022/01/18 17:25:01,1816,5,ios,Touch the F's!,63a21ed2-8e5b-4c32-969c-36fa0908e7bd,"{dotmemory_GLStim.js:979e5ec059c3d7d0dc577282f515569e,ZipReader.js:c32b070eee4998f1adb1f0fedd3f2855,GImage.js:8a31b421f899c53c1d76057f7aa35dc3,GColor.js:3f152bebb4545bcef5d255a594dc52e2,GameRunner.js:3b9eb2c089c515d04038c8908c65a664,GImage_Create.js:be4c9c66e36ca18ce3f2a33abc980330,Sprite.js:cd811fc36d62ac5077fddf578c118bcf,GBox.js:9c44756dbeb2733973b0bc3ec7784187,KAlpha.js:fdac535470841697614a578b451f6d35,GMap.js:6f664b3e3d5cef53b028ecbddde836b6,Trial.js:ea19a3a882352e7a689d3cd43831bd2d,KFile.js:5875df58116ef3e3aca293afdc753ec9,GameEngine.js:61fa031fc10c8d55d04ff952c4d14db9,KPosition.js:a07b31f37c9cb1fa49a6b47bff376522,KTrigger.js:31a7f1594d1a91d6647bceb8dd933173,GButton.js:a4b2cda308803649f182677b95c3c86a,dotmemory.js:855075e8488769f0b6bccde54bdf310e,ErrorMan.js:539cd2c30aa2b5609ee615a040cdbca6,KTime.js:875c9b3225ef5e83b5e6e0ba905a448b,GList.js:48afd19d16e1f6eb786bf1d1d62f50a7,Tools.js:ca63e8aeadad3fb000f03128ed0b5770,Entity.js:c946612f44aee711daf56d2e00ab0b20,GameParams.js:490f208599f26a512a0603d6feb03909,iosScriptHelper.js:3c70f9d2aa7011e89f530fb689aae7e3}",Dot Memory,4416_0_4_6_0_394_616 4975_0_4_5_1_398_594 5427_0_3_6_0_325_623 5770_0_3_5_1_334_595 6296_0_2_7_1_238_764 7358_0_3_0_1_313_207 7994_0_1_1_0_109_280,606fbc05-0ed4-4e1c-a904-db22da3cf730,Dot Memory
