wearit_uuid,cogtask_json_raw,m2c2_cogtask,participant_id,device_model,device_os,survey_date_submitted,survey_date_completed,cogtask_json,first_char,format_valid
77b22b6e-027d-4fcb-b1f0-6532c5717f37,"{""curTrial"":2,""gameName"":""Dot Memory"",""loadID"":""dotmemory"",""screenID"":"""",""trialList"":{""list"":[{""data"":{""keyList"":{""list"":[""cogtask_name"",""cogtask_display_name"",""cogtask_type"",""cogtask_all_params_checksum"",""cogtask_run_uuid"",""time_stamp"",""trial_uuid"",""cogtask_fps"",""cogtask_cps"",""os"",""resource_zip"",""trial_num"",""dot_locations"",""user_answers"",""response_time"",""interference_ratio"",""interference_time"",""interference_text"",""interference_size"",""show_delay_time"",""interference_page_targets"",""interference_locations"",""cogtask_resource_checksum"",""cogtask_error""]},""map"":{""interference_time"":""8000"",""interference_text"":""Touch the F\u0027s!"",""cogtask_cps"":""59.403544855120685"",""cogtask_name"":""Dot Memory"",""time_stamp"":""2022/01/04 14:46:04"",""os"":""android"",""trial_num"":""1"",""interference_locations"":""1526_0_0_4_0_100_521 1526_0_1_4_0_100_521 3407_0_2_3_1_236_422 4463_0_4_0_1_402_196 5720_0_3_3_1_321_422 6061_0_4_1_1_400_265 6602_0_0_6_1_85_672 7184_0_4_6_1_410_680"",""cogtask_error"":"""",""cogtask_type"":""dotmemory"",""show_delay_time"":""1000"",""cogtask_display_name"":""Dot Memory"",""cogtask_resource_checksum"":""{}"",""resource_zip"":"""",""user_answers"":"" 0_2 2_1 4_1"",""cogtask_fps"":""59.77011494252873"",""interference_ratio"":""5"",""trial_uuid"":""a1d3d2fe-79e5-477c-ac81-fc7c8b7f1c0e"",""dot_locations"":"" 1_2 4_1 0_4"",""interference_size"":""80"",""cogtask_all_params_checksum"":""c025b793f4bba339b8818a02213a6fbb"",""interference_page_targets"":""6"",""response_time"":""2238"",""cogtask_run_uuid"":""1119099b-9196-4e6f-84f3-12fc697e29ae""}},""trialNum"":0},{""data"":{""keyList"":{""list"":[""cogtask_name"",""cogtask_display_name"",""cogtask_type"",""cogtask_all_params_checksum"",""cogtask_run_uuid"",""time_stamp"",""trial_uuid"",""cogtask_fps"",""cogtask_cps"",""os"",""resource_zip"",""trial_num"",""dot_locations"",""user_answers"",""response_time"",""interference_ratio"",""interference_time"",""interference_text"",""interference_size"",""show_delay_time"",""interference_page_targets"",""interference_locations"",""cogtask_resource_checksum"",""cogtask_error""]},""map"":{""interference_time"":""8000"",""interference_text"":""Touch the F\u0027s!"",""cogtask_cps"":""59.51430851670276"",""cogtask_name"":""Dot Memory"",""time_stamp"":""2022/01/04 14:46:22"",""os"":""android"",""trial_num"":""2"",""interference_locations"":""1541_0_3_2_1_324_336 1875_0_3_0_1_326_184 2706_0_2_3_1_230_420 3089_0_1_5_1_160_566 4187_0_0_7_1_88_750 5927_0_0_1_1_72_264"",""cogtask_error"":"""",""cogtask_type"":""dotmemory"",""show_delay_time"":""1000"",""cogtask_display_name"":""Dot Memory"",""cogtask_resource_checksum"":""{}"",""resource_zip"":"""",""user_answers"":"" 1_3 2_4 4_0"",""cogtask_fps"":""60.027362900467445"",""interference_ratio"":""5"",""trial_uuid"":""d67dcaab-7b47-474c-a086-c0c28780d177"",""dot_locations"":"" 4_0 2_4 1_3"",""interference_size"":""80"",""cogtask_all_params_checksum"":""c025b793f4bba339b8818a02213a6fbb"",""interference_page_targets"":""6"",""response_time"":""3277"",""cogtask_run_uuid"":""1119099b-9196-4e6f-84f3-12fc697e29ae""}},""trialNum"":1},{""data"":{""keyList"":{""list"":[""cogtask_name"",""cogtask_display_name"",""cogtask_type"",""cogtask_all_params_checksum"",""cogtask_run_uuid"",""time_stamp"",""trial_uuid"",""cogtask_fps"",""cogtask_cps"",""os"",""resource_zip"",""trial_num"",""dot_locations"",""user_answers"",""response_time"",""interference_ratio"",""interference_time"",""interference_text"",""interference_size"",""show_delay_time"",""interference_page_targets"",""interference_locations"",""cogtask_resource_checksum"",""cogtask_error""]},""map"":{""interference_time"":""8000"",""interference_text"":""Touch the F\u0027s!"",""cogtask_cps"":""59.803836472528424"",""cogtask_name"":""Dot Memory"",""time_stamp"":""2022/01/04 14:46:45"",""os"":""android"",""trial_num"":""3"",""interference_locations"":""1236_0_1_0_1_170_173 1760_0_1_1_1_164_256 2276_0_1_4_1_160_500 2817_0_3_7_1_319_740 3158_0_1_6_1_161_664 3783_0_2_7_1_242_738 5481_1_0_1_1_83_272 6120_1_1_5_1_160_568 6670_1_3_6_1_328_652 7045_1_1_6_1_165_670 7418_1_3_7_1_320_734 7934_1_4_0_1_400_190"",""cogtask_error"":"""",""cogtask_type"":""dotmemory"",""show_delay_time"":""1000"",""cogtask_display_name"":""Dot Memory"",""cogtask_resource_checksum"":""{}"",""resource_zip"":"""",""user_answers"":"" 0_0 2_2 4_3"",""cogtask_fps"":""60.06683737684996"",""interference_ratio"":""5"",""trial_uuid"":""ff9c987b-21a8-42f7-8237-2738b86ef284"",""dot_locations"":"" 2_2 0_0 4_3"",""interference_size"":""80"",""cogtask_all_params_checksum"":""c025b793f4bba339b8818a02213a6fbb"",""interference_page_targets"":""6"",""response_time"":""8183"",""cogtask_run_uuid"":""1119099b-9196-4e6f-84f3-12fc697e29ae""}},""trialNum"":2}]}}",dotmemory,bort-ww3rq,N/A,N/A,2022-01-04 14:52:57,2022-01-04 14:52:55,"{""curTrial"":2,""gameName"":""Dot Memory"",""loadID"":""dotmemory"",""screenID"":"""",""trialList"":{""list"":[{""data"":{""keyList"":{""list"":[""cogtask_name"",""cogtask_display_name"",""cogtask_type"",""cogtask_all_params_checksum"",""cogtask_run_uuid"",""time_stamp"",""trial_uuid"",""cogtask_fps"",""cogtask_cps"",""os"",""resource_zip"",""trial_num"",""dot_locations"",""user_answers"",""response_time"",""interference_ratio"",""interference_time"",""interference_text"",""interference_size"",""show_delay_time"",""interference_page_targets"",""interference_locations"",""cogtask_resource_checksum"",""cogtask_error""]},""map"":{""interference_time"":""8000"",""interference_text"":""Touch the Fu0027s!"",""cogtask_cps"":""59.403544855120685"",""cogtask_name"":""Dot Memory"",""time_stamp"":""2022/01/04 14:46:04"",""os"":""android"",""trial_num"":""1"",""interference_locations"":""1526_0_0_4_0_100_521 1526_0_1_4_0_100_521 3407_0_2_3_1_236_422 4463_0_4_0_1_402_196 5720_0_3_3_1_321_422 6061_0_4_1_1_400_265 6602_0_0_6_1_85_672 7184_0_4_6_1_410_680"",""cogtask_error"":"""",""cogtask_type"":""dotmemory"",""show_delay_time"":""1000"",""cogtask_display_name"":""Dot Memory"",""cogtask_resource_checksum"":""{}"",""resource_zip"":"""",""user_answers"":"" 0_2 2_1 4_1"",""cogtask_fps"":""59.77011494252873"",""interference_ratio"":""5"",""trial_uuid"":""a1d3d2fe-79e5-477c-ac81-fc7c8b7f1c0e"",""dot_locations"":"" 1_2 4_1 0_4"",""interference_size"":""80"",""cogtask_all_params_checksum"":""c025b793f4bba339b8818a02213a6fbb"",""interference_page_targets"":""6"",""response_time"":""2238"",""cogtask_run_uuid"":""1119099b-9196-4e6f-84f3-12fc697e29ae""}},""trialNum"":0},{""data"":{""keyList"":{""list"":[""cogtask_name"",""cogtask_display_name"",""cogtask_type"",""cogtask_all_params_checksum"",""cogtask_run_uuid"",""time_stamp"",""trial_uuid"",""cogtask_fps"",""cogtask_cps"",""os"",""resource_zip"",""trial_num"",""dot_locations"",""user_answers"",""response_time"",""interference_ratio"",""interference_time"",""interference_text"",""interference_size"",""show_delay_time"",""interference_page_targets"",""interference_locations"",""cogtask_resource_checksum"",""cogtask_error""]},""map"":{""interference_time"":""8000"",""interference_text"":""Touch the Fu0027s!"",""cogtask_cps"":""59.51430851670276"",""cogtask_name"":""Dot Memory"",""time_stamp"":""2022/01/04 14:46:22"",""os"":""android"",""trial_num"":""2"",""interference_locations"":""1541_0_3_2_1_324_336 1875_0_3_0_1_326_184 2706_0_2_3_1_230_420 3089_0_1_5_1_160_566 4187_0_0_7_1_88_750 5927_0_0_1_1_72_264"",""cogtask_error"":"""",""cogtask_type"":""dotmemory"",""show_delay_time"":""1000"",""cogtask_display_name"":""Dot Memory"",""cogtask_resource_checksum"":""{}"",""resource_zip"":"""",""user_answers"":"" 1_3 2_4 4_0"",""cogtask_fps"":""60.027362900467445"",""interference_ratio"":""5"",""trial_uuid"":""d67dcaab-7b47-474c-a086-c0c28780d177"",""dot_locations"":"" 4_0 2_4 1_3"",""interference_size"":""80"",""cogtask_all_params_checksum"":""c025b793f4bba339b8818a02213a6fbb"",""interference_page_targets"":""6"",""response_time"":""3277"",""cogtask_run_uuid"":""1119099b-9196-4e6f-84f3-12fc697e29ae""}},""trialNum"":1},{""data"":{""keyList"":{""list"":[""cogtask_name"",""cogtask_display_name"",""cogtask_type"",""cogtask_all_params_checksum"",""cogtask_run_uuid"",""time_stamp"",""trial_uuid"",""cogtask_fps"",""cogtask_cps"",""os"",""resource_zip"",""trial_num"",""dot_locations"",""user_answers"",""response_time"",""interference_ratio"",""interference_time"",""interference_text"",""interference_size"",""show_delay_time"",""interference_page_targets"",""interference_locations"",""cogtask_resource_checksum"",""cogtask_error""]},""map"":{""interference_time"":""8000"",""interference_text"":""Touch the Fu0027s!"",""cogtask_cps"":""59.803836472528424"",""cogtask_name"":""Dot Memory"",""time_stamp"":""2022/01/04 14:46:45"",""os"":""android"",""trial_num"":""3"",""interference_locations"":""1236_0_1_0_1_170_173 1760_0_1_1_1_164_256 2276_0_1_4_1_160_500 2817_0_3_7_1_319_740 3158_0_1_6_1_161_664 3783_0_2_7_1_242_738 5481_1_0_1_1_83_272 6120_1_1_5_1_160_568 6670_1_3_6_1_328_652 7045_1_1_6_1_165_670 7418_1_3_7_1_320_734 7934_1_4_0_1_400_190"",""cogtask_error"":"""",""cogtask_type"":""dotmemory"",""show_delay_time"":""1000"",""cogtask_display_name"":""Dot Memory"",""cogtask_resource_checksum"":""{}"",""resource_zip"":"""",""user_answers"":"" 0_0 2_2 4_3"",""cogtask_fps"":""60.06683737684996"",""interference_ratio"":""5"",""trial_uuid"":""ff9c987b-21a8-42f7-8237-2738b86ef284"",""dot_locations"":"" 2_2 0_0 4_3"",""interference_size"":""80"",""cogtask_all_params_checksum"":""c025b793f4bba339b8818a02213a6fbb"",""interference_page_targets"":""6"",""response_time"":""8183"",""cogtask_run_uuid"":""1119099b-9196-4e6f-84f3-12fc697e29ae""}},""trialNum"":2}]}}",{,FALSE
a1cd26cb-dda9-4cf9-928c-899c47a1cccb,"{""curTrial"":2,""gameName"":""Dot Memory"",""loadID"":""dotmemory"",""screenID"":"""",""trialList"":{""list"":[{""data"":{""keyList"":{""list"":[""cogtask_name"",""cogtask_display_name"",""cogtask_type"",""cogtask_all_params_checksum"",""cogtask_run_uuid"",""time_stamp"",""trial_uuid"",""cogtask_fps"",""cogtask_cps"",""os"",""resource_zip"",""trial_num"",""dot_locations"",""user_answers"",""response_time"",""interference_ratio"",""interference_time"",""interference_text"",""interference_size"",""show_delay_time"",""interference_page_targets"",""interference_locations"",""cogtask_resource_checksum"",""cogtask_error""]},""map"":{""interference_time"":""8000"",""interference_text"":""Touch the F\u0027s!"",""cogtask_cps"":""59.90701793225592"",""cogtask_name"":""Dot Memory"",""time_stamp"":""2022/01/04 15:02:13"",""os"":""android"",""trial_num"":""1"",""interference_locations"":""1200_0_2_1_1_242_260 1699_0_0_2_1_100_355 1699_0_1_2_0_100_355 2307_0_0_6_1_95_648 2307_0_1_6_0_95_648 3339_0_3_5_1_330_592 3530_0_3_4_1_330_523 3530_0_3_5_0_330_523 4379_0_4_2_1_410_360 6684_1_2_5_1_247_575 6901_1_3_5_1_316_582 7416_1_0_7_1_80_742 7998_1_0_5_1_78_586"",""cogtask_error"":"""",""cogtask_type"":""dotmemory"",""show_delay_time"":""1000"",""cogtask_display_name"":""Dot Memory"",""cogtask_resource_checksum"":""{}"",""resource_zip"":"""",""user_answers"":"" 1_4 2_0 4_2"",""cogtask_fps"":""60.0398494576046"",""interference_ratio"":""5"",""trial_uuid"":""ff663c6f-8cec-4c2b-9f9a-f76d35d6452c"",""dot_locations"":"" 0_4 3_0 4_2"",""interference_size"":""80"",""cogtask_all_params_checksum"":""c025b793f4bba339b8818a02213a6fbb"",""interference_page_targets"":""6"",""response_time"":""8347"",""cogtask_run_uuid"":""c415c5d0-a035-4ae6-8c57-84e5293ca6bf""}},""trialNum"":0},{""data"":{""keyList"":{""list"":[""cogtask_name"",""cogtask_display_name"",""cogtask_type"",""cogtask_all_params_checksum"",""cogtask_run_uuid"",""time_stamp"",""trial_uuid"",""cogtask_fps"",""cogtask_cps"",""os"",""resource_zip"",""trial_num"",""dot_locations"",""user_answers"",""response_time"",""interference_ratio"",""interference_time"",""interference_text"",""interference_size"",""show_delay_time"",""interference_page_targets"",""interference_locations"",""cogtask_resource_checksum"",""cogtask_error""]},""map"":{""interference_time"":""8000"",""interference_text"":""Touch the F\u0027s!"",""cogtask_cps"":""59.6974240152651"",""cogtask_name"":""Dot Memory"",""time_stamp"":""2022/01/04 15:02:35"",""os"":""android"",""trial_num"":""2"",""interference_locations"":""2743_0_3_4_1_320_503 3242_0_4_1_1_410_271 3750_0_3_3_1_323_424 4224_0_0_5_1_86_575 4615_0_0_7_1_84_734 5705_0_4_3_1_398_414 7495_1_3_4_1_315_499 7744_1_4_4_1_408_504"",""cogtask_error"":"""",""cogtask_type"":""dotmemory"",""show_delay_time"":""1000"",""cogtask_display_name"":""Dot Memory"",""cogtask_resource_checksum"":""{}"",""resource_zip"":"""",""user_answers"":"" 0_1 2_0 4_2"",""cogtask_fps"":""60.01544682204353"",""interference_ratio"":""5"",""trial_uuid"":""bb0fc839-0650-44d6-a199-ce30dfa830df"",""dot_locations"":"" 0_1 4_2 2_0"",""interference_size"":""80"",""cogtask_all_params_checksum"":""c025b793f4bba339b8818a02213a6fbb"",""interference_page_targets"":""6"",""response_time"":""7734"",""cogtask_run_uuid"":""c415c5d0-a035-4ae6-8c57-84e5293ca6bf""}},""trialNum"":1},{""data"":{""keyList"":{""list"":[""cogtask_name"",""cogtask_display_name"",""cogtask_type"",""cogtask_all_params_checksum"",""cogtask_run_uuid"",""time_stamp"",""trial_uuid"",""cogtask_fps"",""cogtask_cps"",""os"",""resource_zip"",""trial_num"",""dot_locations"",""user_answers"",""response_time"",""interference_ratio"",""interference_time"",""interference_text"",""interference_size"",""show_delay_time"",""interference_page_targets"",""interference_locations"",""cogtask_resource_checksum"",""cogtask_error""]},""map"":{""interference_time"":""8000"",""interference_text"":""Touch the F\u0027s!"",""cogtask_cps"":""59.587217043941415"",""cogtask_name"":""Dot Memory"",""time_stamp"":""2022/01/04 15:02:59"",""os"":""android"",""trial_num"":""3"",""interference_locations"":""1570_0_0_7_1_76_736 1952_0_2_6_1_232_656 2218_0_3_6_1_311_656 2567_0_4_5_1_396_575 2875_0_2_7_1_232_751 5038_0_1_1_1_164_246 6985_1_1_6_1_156_656 7251_1_2_5_1_229_580"",""cogtask_error"":"""",""cogtask_type"":""dotmemory"",""show_delay_time"":""1000"",""cogtask_display_name"":""Dot Memory"",""cogtask_resource_checksum"":""{}"",""resource_zip"":"""",""user_answers"":"" 0_2 1_1 2_3"",""cogtask_fps"":""60.086551264980024"",""interference_ratio"":""5"",""trial_uuid"":""ed301237-cada-40c7-9ff9-270b4506c7d9"",""dot_locations"":"" 2_3 1_1 0_2"",""interference_size"":""80"",""cogtask_all_params_checksum"":""c025b793f4bba339b8818a02213a6fbb"",""interference_page_targets"":""6"",""response_time"":""9770"",""cogtask_run_uuid"":""c415c5d0-a035-4ae6-8c57-84e5293ca6bf""}},""trialNum"":2}]}}",dotmemory,bort-ww3rq,N/A,N/A,2022-01-04 15:03:50,2022-01-04 15:03:48,"{""curTrial"":2,""gameName"":""Dot Memory"",""loadID"":""dotmemory"",""screenID"":"""",""trialList"":{""list"":[{""data"":{""keyList"":{""list"":[""cogtask_name"",""cogtask_display_name"",""cogtask_type"",""cogtask_all_params_checksum"",""cogtask_run_uuid"",""time_stamp"",""trial_uuid"",""cogtask_fps"",""cogtask_cps"",""os"",""resource_zip"",""trial_num"",""dot_locations"",""user_answers"",""response_time"",""interference_ratio"",""interference_time"",""interference_text"",""interference_size"",""show_delay_time"",""interference_page_targets"",""interference_locations"",""cogtask_resource_checksum"",""cogtask_error""]},""map"":{""interference_time"":""8000"",""interference_text"":""Touch the Fu0027s!"",""cogtask_cps"":""59.90701793225592"",""cogtask_name"":""Dot Memory"",""time_stamp"":""2022/01/04 15:02:13"",""os"":""android"",""trial_num"":""1"",""interference_locations"":""1200_0_2_1_1_242_260 1699_0_0_2_1_100_355 1699_0_1_2_0_100_355 2307_0_0_6_1_95_648 2307_0_1_6_0_95_648 3339_0_3_5_1_330_592 3530_0_3_4_1_330_523 3530_0_3_5_0_330_523 4379_0_4_2_1_410_360 6684_1_2_5_1_247_575 6901_1_3_5_1_316_582 7416_1_0_7_1_80_742 7998_1_0_5_1_78_586"",""cogtask_error"":"""",""cogtask_type"":""dotmemory"",""show_delay_time"":""1000"",""cogtask_display_name"":""Dot Memory"",""cogtask_resource_checksum"":""{}"",""resource_zip"":"""",""user_answers"":"" 1_4 2_0 4_2"",""cogtask_fps"":""60.0398494576046"",""interference_ratio"":""5"",""trial_uuid"":""ff663c6f-8cec-4c2b-9f9a-f76d35d6452c"",""dot_locations"":"" 0_4 3_0 4_2"",""interference_size"":""80"",""cogtask_all_params_checksum"":""c025b793f4bba339b8818a02213a6fbb"",""interference_page_targets"":""6"",""response_time"":""8347"",""cogtask_run_uuid"":""c415c5d0-a035-4ae6-8c57-84e5293ca6bf""}},""trialNum"":0},{""data"":{""keyList"":{""list"":[""cogtask_name"",""cogtask_display_name"",""cogtask_type"",""cogtask_all_params_checksum"",""cogtask_run_uuid"",""time_stamp"",""trial_uuid"",""cogtask_fps"",""cogtask_cps"",""os"",""resource_zip"",""trial_num"",""dot_locations"",""user_answers"",""response_time"",""interference_ratio"",""interference_time"",""interference_text"",""interference_size"",""show_delay_time"",""interference_page_targets"",""interference_locations"",""cogtask_resource_checksum"",""cogtask_error""]},""map"":{""interference_time"":""8000"",""interference_text"":""Touch the Fu0027s!"",""cogtask_cps"":""59.6974240152651"",""cogtask_name"":""Dot Memory"",""time_stamp"":""2022/01/04 15:02:35"",""os"":""android"",""trial_num"":""2"",""interference_locations"":""2743_0_3_4_1_320_503 3242_0_4_1_1_410_271 3750_0_3_3_1_323_424 4224_0_0_5_1_86_575 4615_0_0_7_1_84_734 5705_0_4_3_1_398_414 7495_1_3_4_1_315_499 7744_1_4_4_1_408_504"",""cogtask_error"":"""",""cogtask_type"":""dotmemory"",""show_delay_time"":""1000"",""cogtask_display_name"":""Dot Memory"",""cogtask_resource_checksum"":""{}"",""resource_zip"":"""",""user_answers"":"" 0_1 2_0 4_2"",""cogtask_fps"":""60.01544682204353"",""interference_ratio"":""5"",""trial_uuid"":""bb0fc839-0650-44d6-a199-ce30dfa830df"",""dot_locations"":"" 0_1 4_2 2_0"",""interference_size"":""80"",""cogtask_all_params_checksum"":""c025b793f4bba339b8818a02213a6fbb"",""interference_page_targets"":""6"",""response_time"":""7734"",""cogtask_run_uuid"":""c415c5d0-a035-4ae6-8c57-84e5293ca6bf""}},""trialNum"":1},{""data"":{""keyList"":{""list"":[""cogtask_name"",""cogtask_display_name"",""cogtask_type"",""cogtask_all_params_checksum"",""cogtask_run_uuid"",""time_stamp"",""trial_uuid"",""cogtask_fps"",""cogtask_cps"",""os"",""resource_zip"",""trial_num"",""dot_locations"",""user_answers"",""response_time"",""interference_ratio"",""interference_time"",""interference_text"",""interference_size"",""show_delay_time"",""interference_page_targets"",""interference_locations"",""cogtask_resource_checksum"",""cogtask_error""]},""map"":{""interference_time"":""8000"",""interference_text"":""Touch the Fu0027s!"",""cogtask_cps"":""59.587217043941415"",""cogtask_name"":""Dot Memory"",""time_stamp"":""2022/01/04 15:02:59"",""os"":""android"",""trial_num"":""3"",""interference_locations"":""1570_0_0_7_1_76_736 1952_0_2_6_1_232_656 2218_0_3_6_1_311_656 2567_0_4_5_1_396_575 2875_0_2_7_1_232_751 5038_0_1_1_1_164_246 6985_1_1_6_1_156_656 7251_1_2_5_1_229_580"",""cogtask_error"":"""",""cogtask_type"":""dotmemory"",""show_delay_time"":""1000"",""cogtask_display_name"":""Dot Memory"",""cogtask_resource_checksum"":""{}"",""resource_zip"":"""",""user_answers"":"" 0_2 1_1 2_3"",""cogtask_fps"":""60.086551264980024"",""interference_ratio"":""5"",""trial_uuid"":""ed301237-cada-40c7-9ff9-270b4506c7d9"",""dot_locations"":"" 2_3 1_1 0_2"",""interference_size"":""80"",""cogtask_all_params_checksum"":""c025b793f4bba339b8818a02213a6fbb"",""interference_page_targets"":""6"",""response_time"":""9770"",""cogtask_run_uuid"":""c415c5d0-a035-4ae6-8c57-84e5293ca6bf""}},""trialNum"":2}]}}",{,FALSE
