wearit_uuid,m2c2_cogtask,participant_id,device_model,device_os,survey_date_submitted,survey_date_completed,first_char,format_valid,cogtask_cps,cogtask_name,time_stamp,os,trial_num,responseTime,cogtask_type,cogtask_trial_params,cogtask_display_name,cogtask_fps,block_id,block_trial_num,trial_uuid,block_num,trialset_id,trial_type,response,letter,cogtask_all_params_checksum,cogtask_run_uuid
930c9348-57fa-4fee-91c7-14ff9d8c2393,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-09 19:22:39,2022-02-09 19:22:37,[,TRUE,61.224489795918366,Go No Go,2022/02/09 19:22:17,android,1,609,gonogo,{},Go No Go,117.73940345368916,1,0,af5729c0-cbaa-432d-9a19-2b135e7aebe0,1,1,1,1,U,903ecf158a45a4ec03c5cd145ac4d7ac,3cf70284-ae08-485e-b4f3-d86488df3e7d
930c9348-57fa-4fee-91c7-14ff9d8c2393,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-09 19:22:39,2022-02-09 19:22:37,[,TRUE,61.478599221789885,Go No Go,2022/02/09 19:22:19,android,1,289,gonogo,{},Go No Go,118.28793774319067,1,0,9581a82d-fea8-4b9c-8168-1dbe915090d4,1,1,1,1,J,903ecf158a45a4ec03c5cd145ac4d7ac,3cf70284-ae08-485e-b4f3-d86488df3e7d
930c9348-57fa-4fee-91c7-14ff9d8c2393,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-09 19:22:39,2022-02-09 19:22:37,[,TRUE,61.33540372670807,Go No Go,2022/02/09 19:22:20,android,1,305,gonogo,{},Go No Go,118.01242236024845,1,0,dceaa665-3d50-44c4-946f-6ecfb7ca33f7,1,1,1,1,G,903ecf158a45a4ec03c5cd145ac4d7ac,3cf70284-ae08-485e-b4f3-d86488df3e7d
930c9348-57fa-4fee-91c7-14ff9d8c2393,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-09 19:22:39,2022-02-09 19:22:37,[,TRUE,61.86374314800314,Go No Go,2022/02/09 19:22:21,android,1,291,gonogo,{},Go No Go,119.12225705329153,1,0,30d49470-3044-4f84-b311-969d9c33b024,1,1,1,1,W,903ecf158a45a4ec03c5cd145ac4d7ac,3cf70284-ae08-485e-b4f3-d86488df3e7d
930c9348-57fa-4fee-91c7-14ff9d8c2393,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-09 19:22:39,2022-02-09 19:22:37,[,TRUE,61.767005473025804,Go No Go,2022/02/09 19:22:23,android,1,276,gonogo,{},Go No Go,118.06098514464426,1,0,42ea7f90-bc5c-4257-85bf-83d0eb26531d,1,1,1,1,P,903ecf158a45a4ec03c5cd145ac4d7ac,3cf70284-ae08-485e-b4f3-d86488df3e7d
930c9348-57fa-4fee-91c7-14ff9d8c2393,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-09 19:22:39,2022-02-09 19:22:37,[,TRUE,61.12852664576803,Go No Go,2022/02/09 19:22:24,android,1,285,gonogo,{},Go No Go,118.3385579937304,1,0,a3c27dfc-13af-43f8-afdf-e54cb1c42a53,1,1,0,1,X,903ecf158a45a4ec03c5cd145ac4d7ac,3cf70284-ae08-485e-b4f3-d86488df3e7d
930c9348-57fa-4fee-91c7-14ff9d8c2393,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-09 19:22:39,2022-02-09 19:22:37,[,TRUE,61.240310077519375,Go No Go,2022/02/09 19:22:25,android,1,351,gonogo,{},Go No Go,117.82945736434108,1,0,da6e0373-6b84-4a86-91ba-23635ff24a32,1,1,1,1,I,903ecf158a45a4ec03c5cd145ac4d7ac,3cf70284-ae08-485e-b4f3-d86488df3e7d
930c9348-57fa-4fee-91c7-14ff9d8c2393,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-09 19:22:39,2022-02-09 19:22:37,[,TRUE,61.62246489859594,Go No Go,2022/02/09 19:22:27,android,1,-1,gonogo,{},Go No Go,117.87665886026542,1,0,2fc421ed-bd35-40a3-a0b0-9199565c6a35,1,1,0,0,X,903ecf158a45a4ec03c5cd145ac4d7ac,3cf70284-ae08-485e-b4f3-d86488df3e7d
930c9348-57fa-4fee-91c7-14ff9d8c2393,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-09 19:22:39,2022-02-09 19:22:37,[,TRUE,61.96746707978312,Go No Go,2022/02/09 19:22:28,android,1,497,gonogo,{},Go No Go,118.51278079008522,1,0,89c90edd-4384-49f8-928b-8c6f39ff5b9e,1,1,1,1,V,903ecf158a45a4ec03c5cd145ac4d7ac,3cf70284-ae08-485e-b4f3-d86488df3e7d
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.57443491816056,Go No Go,2022/02/14 12:17:14,android,1,-1,gonogo,{},Go No Go,118.47233047544817,1,0,150fe439-881f-42c0-84a6-2915cc7719d8,1,1,1,0,P,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.62246489859594,Go No Go,2022/02/14 12:17:16,android,1,-1,gonogo,{},Go No Go,117.00468018720748,1,0,a9167b62-57c7-43ec-b0a3-79df3ec6198a,1,1,1,0,A,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.670569867291185,Go No Go,2022/02/14 12:17:17,android,1,-1,gonogo,{},Go No Go,117.87665886026542,1,0,26133458-fe9a-4af7-9308-af82bb388a88,1,1,1,0,T,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.478599221789885,Go No Go,2022/02/14 12:17:18,android,1,-1,gonogo,{},Go No Go,118.28793774319067,1,0,0bd905bd-8953-46fd-9ed9-d616f486d20e,1,1,0,0,X,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.57443491816056,Go No Go,2022/02/14 12:17:20,android,1,-1,gonogo,{},Go No Go,117.69290724863602,1,0,1d37b03e-c1be-41c2-8bb7-b9a12ca00c8e,1,1,0,0,X,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.57443491816056,Go No Go,2022/02/14 12:17:21,android,1,-1,gonogo,{},Go No Go,118.47233047544817,1,0,ef4166ec-6b45-4f6f-abd1-5973c6323b1a,1,1,0,0,X,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.71875,Go No Go,2022/02/14 12:17:22,android,1,-1,gonogo,{},Go No Go,117.96875,1,0,d992eae9-9fdb-4bfb-9fe3-a7069a4af409,1,1,1,0,K,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.670569867291185,Go No Go,2022/02/14 12:17:23,android,1,-1,gonogo,{},Go No Go,117.096018735363,1,0,1c732fb7-9cb5-4ecb-9ca2-e51af28ff3e8,1,1,1,0,U,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.4307931570762,Go No Go,2022/02/14 12:17:25,android,1,-1,gonogo,{},Go No Go,118.1959564541213,1,0,cee65829-0428-4173-b496-c7bf4603650a,1,1,1,0,D,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.62246489859594,Go No Go,2022/02/14 12:17:26,android,1,-1,gonogo,{},Go No Go,117.78471138845553,1,0,daacbdd5-87b9-42dd-8a29-935d75eeb88d,1,1,1,0,S,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.57443491816056,Go No Go,2022/02/14 12:17:27,android,1,-1,gonogo,{},Go No Go,117.78471138845553,1,0,6b3c10d9-f5a6-4ed7-9a9e-5601eaed4a30,1,1,1,0,Q,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,62.01550387596899,Go No Go,2022/02/14 12:17:29,android,1,-1,gonogo,{},Go No Go,118.60465116279069,1,0,9a5ca72e-6235-4a0e-b176-e38edd5345b7,1,1,0,0,X,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.52647975077881,Go No Go,2022/02/14 12:17:30,android,1,-1,gonogo,{},Go No Go,117.601246105919,1,0,4670a4c2-0a96-4748-81ff-f27a4e1c702c,1,1,0,0,X,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.33540372670807,Go No Go,2022/02/14 12:17:31,android,1,-1,gonogo,{},Go No Go,118.7888198757764,1,0,a2cde399-541e-4eb1-a328-99ca53a9bb9b,1,1,1,0,W,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.33540372670807,Go No Go,2022/02/14 12:17:33,android,1,-1,gonogo,{},Go No Go,118.01242236024845,1,0,86eb7da4-faf3-44a4-8855-19ce7de00dd6,1,1,1,0,V,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.86374314800314,Go No Go,2022/02/14 12:17:34,android,1,-1,gonogo,{},Go No Go,118.24588880187942,1,0,c70f227a-9d5a-4261-a83a-590b243253bb,1,1,1,0,C,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.767005473025804,Go No Go,2022/02/14 12:17:35,android,1,-1,gonogo,{},Go No Go,116.4972634870993,1,0,8dc817f1-aa46-4630-b8dc-ac71d06946ba,1,1,1,0,M,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.52647975077881,Go No Go,2022/02/14 12:17:36,android,1,-1,gonogo,{},Go No Go,118.38006230529595,1,0,808cca21-a150-4309-9cdb-995a73f29c00,1,1,1,0,O,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.4307931570762,Go No Go,2022/02/14 12:17:38,android,1,-1,gonogo,{},Go No Go,118.28793774319067,1,0,14698d8d-33b5-4dd3-89c1-8bd0347a6e79,1,1,1,0,G,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.52647975077881,Go No Go,2022/02/14 12:17:39,android,1,-1,gonogo,{},Go No Go,118.38006230529595,1,0,cf749db6-998e-48bb-b06e-0ee251db5115,1,1,1,0,B,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.81533646322379,Go No Go,2022/02/14 12:17:40,android,1,-1,gonogo,{},Go No Go,118.15336463223787,1,0,94fe1370-03cd-4c64-af86-957cd8bcdae8,1,1,1,0,R,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.478599221789885,Go No Go,2022/02/14 12:17:42,android,1,-1,gonogo,{},Go No Go,118.38006230529595,1,0,dabf8374-dcf9-49b1-88e1-a8da15affbbe,1,1,1,0,I,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.52647975077881,Go No Go,2022/02/14 12:17:43,android,1,-1,gonogo,{},Go No Go,118.38006230529595,1,0,81ebf796-7691-4c3a-8b2f-76a976f38f0f,1,1,0,0,X,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.52647975077881,Go No Go,2022/02/14 12:17:44,android,1,-1,gonogo,{},Go No Go,118.38006230529595,1,0,ab070c8e-5818-423a-961d-935a43a97a99,1,1,1,0,J,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,62.009419152276294,Go No Go,2022/02/14 12:17:46,android,1,287,gonogo,{},Go No Go,117.73940345368916,1,0,ad135d2a-5e95-4336-ab9b-1793f04ad35d,1,1,1,1,Z,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.52647975077881,Go No Go,2022/02/14 12:17:47,android,1,535,gonogo,{},Go No Go,117.69290724863602,1,0,f5fc2c28-a97e-40b3-9ea5-a9e3ea15f630,1,1,1,1,E,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
bd9b8c1c-e87a-426d-aee7-e27e4db4b469,GoNoGo,embar-rq0cp,SM-G781U,12,2022-02-14 12:18:01,2022-02-14 12:17:58,[,TRUE,61.38306138306139,Go No Go,2022/02/14 12:17:48,android,1,534,gonogo,{},Go No Go,118.8811188811189,1,0,6f2006ea-344b-4ac5-9234-617a1b3ee38a,1,1,1,1,F,903ecf158a45a4ec03c5cd145ac4d7ac,6226a225-13f7-45af-8524-0a051003fc32
